,customerID,prob
0,7590-VHVEG,0.649601032160052
1,5575-GNVDE,0.043493873148352555
2,3668-QPYBK,0.3436244885185664
3,7795-CFOCW,0.025990195754729276
4,9237-HQITU,0.6939962869442723
5,9305-CDSKC,0.7817563444821346
6,1452-KIOVK,0.4918459112670782
7,6713-OKOMC,0.2914887915632281
8,7892-POOKP,0.5937132885404728
9,6388-TABGU,0.01192586616698602
10,9763-GRSKD,0.2383063980594926
11,7469-LKBCI,0.023205934570245935
12,8091-TTVAX,0.15277671994633588
13,0280-XJGEX,0.47269061175650356
14,5129-JLPIS,0.45827536931857715
15,3655-SNQYZ,0.030782288606717296
16,8191-XWSZG,0.007388399337161978
17,9959-WOFKT,0.049689513748595426
18,4190-MFLUW,0.15674439541121976
19,4183-MYFRB,0.5792699056232902
20,8779-QRDMV,0.7587441482790108
21,1680-VDCWW,0.06615759927756512
22,1066-JKSGK,0.20790335987894273
23,3638-WEABW,0.01282080041721079
24,6322-HRPFA,0.023545211567768363
25,6865-JZNKO,0.1279347179943319
26,6467-CHFZW,0.5225220307595038
27,8665-UTDHZ,0.5325172501995867
28,5248-YGIJN,0.0141398988024018
29,8773-HHUOZ,0.4020058874200537
30,3841-NFECX,0.023707433088822803
31,4929-XIHVW,0.7159444553295613
32,6827-IEAUQ,0.033424145719721396
33,7310-EGVHZ,0.21193450071571418
34,3413-BMNZE,0.4249202531650257
35,6234-RAAPL,0.0210113164324678
36,6047-YHPVI,0.6794486403234138
37,6572-ADKRS,0.22682238676825045
38,5380-WJKOV,0.6314130071852339
39,8168-UQWWF,0.7203356932727498
40,8865-TNMNX,0.1395555610094888
41,9489-DEDVP,0.010371870014305031
42,9867-JCZSP,0.04446593894353153
43,4671-VJLCL,0.011199621246207735
44,4080-IIARD,0.2994517826733176
45,3714-NTNFO,0.4173857560702381
46,5948-UJZLF,0.3475216022126263
47,7760-OYPDY,0.7318676494349322
48,7639-LIAYI,0.026960518541214746
49,2954-PIBKO,0.005289466506036693
50,8012-SOUDQ,0.49830858862243965
51,9420-LOJKX,0.45840452005362753
52,6575-SUVOI,0.17921920244441725
53,7495-OOKFY,0.5898996204891555
54,4667-QONEA,0.02025004654391317
55,1658-BYGOY,0.7708619237840192
56,8769-KKTPH,0.1255543275773804
57,5067-XJQFU,0.21552217634637347
58,3957-SQXML,0.009763958403045576
59,5954-BDFSG,0.07209962940234553
60,0434-CSFON,0.5495163865290627
61,1215-FIGMP,0.3001422593945867
62,0526-SXDJP,0.005013066200931934
63,0557-ASKVU,0.09125336502327294
64,5698-BQJOH,0.6965275630944863
65,5122-CYFXA,0.5029212183059819
66,8627-ZYGSZ,0.2119593938094644
67,3410-YOQBQ,0.04409133291375105
68,3170-NMYVV,0.003762891406268606
69,7410-OIEDU,0.46563074840321816
70,2273-QCKXA,0.2918633852056961
71,0731-EBJQB,0.013758138862046876
72,1891-QRQSA,0.07826132303829599
73,8028-PNXHQ,0.004291444746788878
74,5630-AHZIL,0.2906056762161967
75,2673-CXQEU,0.19366688289613992
76,6416-JNVRK,0.0444813150678046
77,5590-ZSKRV,0.1833137706057469
78,0191-ZHSKZ,0.3016608233506622
79,3887-PBQAO,0.01674612158635851
80,5919-TMRGD,0.7211949859625575
81,8108-UXRQN,0.43085981169045884
82,9191-MYQKX,0.581813562150195
83,9919-YLNNG,0.35339081188369875
84,0318-ZOPWS,0.006927668058265629
85,4445-ZJNMU,0.6778750060964485
86,4808-YNLEU,0.0815882799187585
87,1862-QRWPE,0.004426123096483609
88,2796-NNUFI,0.007230398144007443
89,3016-KSVCP,0.2463117611514644
90,4767-HZZHQ,0.2713757804737789
91,2424-WVHPL,0.5512678115464609
92,7233-PAHHL,0.020241745761841973
93,6067-NGCEU,0.24416921690533736
94,9848-JQJTX,0.11248026830169885
95,8637-XJIVR,0.5575845281797797
96,9803-FTJCG,0.010424093588422329
97,0278-YXOOG,0.17389831389012858
98,3212-KXOCR,0.004145591082431817
99,4598-XLKNJ,0.6535217348872812
100,6380-ARCEH,0.20784546032801846
101,3679-XASPY,0.22842950954279906
102,7123-WQUHX,0.16583887917900192
103,5386-THSLQ,0.030448946370280547
104,3192-NQECA,0.0971972627972797
105,6180-YBIQI,0.46628950317986356
106,6728-DKUCO,0.14310428551399146
107,9750-BOOHV,0.06055559507210706
108,8597-CWYHH,0.24131499932782852
109,2848-YXSMW,0.0009602974497622237
110,0486-HECZI,0.3019225797600389
111,4549-ZDQYY,0.011631631864689991
112,5712-AHQNN,0.40893722956580514
113,4846-WHAFZ,0.48472879642052386
114,5256-SKJGO,0.026810105061389502
115,3071-VBYPO,0.47802407661194146
116,9560-BBZXK,0.02694986471323499
117,5299-RULOA,0.6676087470577152
118,8402-OOOHJ,0.006876055181806405
119,9445-ZUEQE,0.2894055836009986
120,1091-SOZGA,0.20368407633497784
121,2928-HLDBA,0.15837899586751422
122,0404-SWRVG,0.7413416910335465
123,6497-TILVL,0.20305514467594835
124,7219-TLZHO,0.1572802633751388
125,4622-YNKIJ,0.10703719034115351
126,4412-YLTKF,0.574741235267289
127,6734-PSBAW,0.0028668828855764323
128,3930-ZGWVE,0.20836698450541072
129,2639-UGMAZ,0.053084409186272274
130,2876-GZYZC,0.7199117513163301
131,6207-WIOLX,0.2687855000171506
132,8587-XYZSF,0.005347460049204748
133,3091-FYHKI,0.7363804120750826
134,2372-HWUHI,0.44118088878942446
135,7799-LGRDP,0.010668571719495807
136,7850-VWJUU,0.3490578684901834
137,3774-VBNXY,0.001750168883302969
138,6217-KDYWC,0.004279102681899911
139,0390-DCFDQ,0.6704604701935436
140,3146-MSEGF,0.014539760370403672
141,4080-OGPJL,0.2792264537683426
142,1095-WGNGG,0.12278311783277324
143,2636-SJDOU,0.061605130423840415
144,1131-QQZEB,0.0023087485953919447
145,5716-EZXZN,0.029925446136783176
146,6837-BJYDQ,0.10393646038598779
147,2135-RXIHG,0.5592416961090547
148,6440-DKQGE,0.07020971588949496
149,3466-BYAVD,0.2685916119612429
150,3780-YVMFA,0.4582272036730692
151,3874-EQOEP,0.6573070080774444
152,1679-JRFBR,0.12378204015919923
153,9073-ZZIAY,0.013396340448203349
154,3077-RSNTJ,0.14481941143006916
155,6551-GNYDG,0.5707350105848805
156,9167-APMXZ,0.5774711048837904
157,2749-CTKAJ,0.0349668393713113
158,6371-NZYEG,0.05357563645775786
159,7554-NEWDD,0.048262886005503866
160,8992-VONJD,0.2713383519503163
161,0867-MKZVY,0.37693397645340243
162,4482-EWFMI,0.694357197207843
163,4648-YPBTM,0.03249485054984213
164,2907-ILJBN,0.05949292624432592
165,6345-FZOQH,0.0015511929669996857
166,3376-BMGFE,0.6176171689048808
167,5997-OPVFA,0.01705295840254788
168,3445-HXXGF,0.16840707627017668
169,1159-WFSGR,0.11468468234519395
170,7654-YWJUF,0.08554614043953934
171,1875-QIVME,0.7341842065123321
172,6727-IOTLZ,0.07859044696365615
173,0691-JVSYA,0.22448728955598132
174,5918-VUKWP,0.02252167584566275
175,1744-JHKYS,0.0641791670535403
176,2656-FMOKZ,0.6091291871078646
177,2070-FNEXE,0.4072371137595405
178,5947-SGKCL,0.6471265314347091
179,3712-PKXZA,0.006093091193192409
180,6317-YPKDH,0.4839459581100089
181,6582-OIVSP,0.370929128551425
182,9367-WXLCH,0.6066081773683004
183,5524-KHNJP,0.06240550487816768
184,1918-ZBFQJ,0.5813583263837245
185,1024-GUALD,0.6757583220304287
186,4827-USJHP,0.2684235784333345
187,8167-GJLRN,0.45853332893002813
188,0956-SYCWG,0.07737799821506525
189,8017-UVSZU,0.09508047917650082
190,7100-FQPRV,0.04636481151064439
191,2472-OVKUP,0.6940145245794704
192,2984-RGEYA,0.0013686896918844512
193,9680-NIAUV,0.041374321784608085
194,2146-EGVDT,0.0020155664556849237
195,2604-IJPDU,0.3743500634725258
196,9178-JHUVJ,0.032468561823182404
197,6168-YBYNP,0.40193246772575614
198,7255-SSFBC,0.07973979072146888
199,3645-DEYGF,0.19087083878220348
200,9323-HGFWY,0.17966794555176668
201,8544-GOQSH,0.3540357468910194
202,3363-DTIVD,0.06366044902065181
203,7018-WBJNK,0.5308441107430029
204,9142-KZXOP,0.16179629265937617
205,7674-YTAFD,0.1520561740080286
206,6348-SNFUS,0.0071183513421877375
207,1285-OKIPP,0.6704595905895097
208,7825-ECJRF,0.47052991289388313
209,1347-KTTTA,0.11539470687497312
210,7841-TZDMQ,0.42789242785053894
211,4195-NZGTA,0.5761583626720557
212,7157-SMCFK,0.0021333745839284637
213,4709-LKHYG,0.029954394335355187
